C;c:\optibus\gn_elec345.txt
V;GD345;1;GD20b;1
S;10151580;763
S;10155160;764
S;10155780;766
S;10155750;767
S;10155740;768
S;10155720;770
S;10155700;771
S;10155680;772
S;10155660;773
S;10155630;775
S;10155610;776
T;G554;441080;11;00;rdekas;729;791;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;729
S;14322610;730
S;14322810;731
S;14322910;732
S;14323110;733
S;14323330;735
S;14323330;736
S;14323410;737
S;14323510;738
S;14323610;739
S;14323710;741
S;14321422;741
S;14223810;742
S;14224210;744
S;14221012;747
S;10124610;748
S;10124710;748
S;10125860;749
S;10125860;750
S;10124000;750
S;10007170;751
S;10005920;752
S;10007195;754
S;10007210;755
S;10007250;757
S;10009019;762
S;10009019;764
S;10008340;765
S;10008380;767
S;10006280;769
S;10005890;771
S;10006060;773
S;10006040;775
S;10006020;776
S;10001015;777
S;10151560;778
S;10151580;778
S;10155160;779
S;10155780;781
S;10155750;782
S;10155740;783
S;10155720;785
S;10155700;786
S;10155680;787
S;10155660;788
S;10155630;790
S;10155610;791
T;G554;441082;11;00;rdekas;744;806;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;744
S;14322610;745
S;14322810;746
S;14322910;747
S;14323110;748
S;14323330;750
S;14323330;751
S;14323410;752
S;14323510;753
S;14323610;754
S;14323710;756
S;14321422;756
S;14223810;757
S;14224210;759
S;14221012;762
S;10124610;763
S;10124710;763
S;10125860;764
S;10125860;765
S;10124000;765
S;10007170;766
S;10005920;767
S;10007195;769
S;10007210;770
S;10007250;772
S;10009019;777
S;10009019;779
S;10008340;780
S;10008380;782
S;10006280;784
S;10005890;786
S;10006060;788
S;10006040;790
S;10006020;791
S;10001015;792
S;10151560;793
S;10151580;793
S;10155160;794
S;10155780;796
S;10155750;797
S;10155740;798
S;10155720;800
S;10155700;801
S;10155680;802
S;10155660;803
S;10155630;805
S;10155610;806
T;G554;441084;11;00;rdekas;759;821;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;759
S;14322610;760
S;14322810;761
S;14322910;762
S;14323110;763
S;14323330;765
S;14323330;766
S;14323410;767
S;14323510;768
S;14323610;769
S;14323710;771
S;14321422;771
S;14223810;772
S;14224210;774
S;14221012;777
S;10124610;778
S;10124710;778
S;10125860;779
S;10125860;780
S;10124000;780
S;10007170;781
S;10005920;782
S;10007195;784
S;10007210;785
S;10007250;787
S;10009019;792
S;10009019;794
S;10008340;795
S;10008380;797
S;10006280;799
S;10005890;801
S;10006060;803
S;10006040;805
S;10006020;806
S;10001015;807
S;10151560;808
S;10151580;808
S;10155160;809
S;10155780;811
S;10155750;812
S;10155740;813
S;10155720;815
S;10155700;816
S;10155680;817
S;10155660;818
S;10155630;820
S;10155610;821
T;G554;441086;11;00;rdekas;774;836;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;774
S;14322610;775
S;14322810;776
S;14322910;777
S;14323110;778
S;14323330;780
S;14323330;781
S;14323410;782
S;14323510;783
S;14323610;784
S;14323710;786
S;14321422;786
S;14223810;787
S;14224210;789
S;14221012;792
S;10124610;793
S;10124710;793
S;10125860;794
S;10125860;795
S;10124000;795
S;10007170;796
S;10005920;797
S;10007195;799
S;10007210;800
S;10007250;802
S;10009019;807
S;10009019;809
S;10008340;810
S;10008380;812
S;10006280;814
S;10005890;816
S;10006060;818
S;10006040;820
S;10006020;821
S;10001015;822
S;10151560;823
S;10151580;823
S;10155160;824
S;10155780;826
S;10155750;827
S;10155740;828
S;10155720;830
S;10155700;831
S;10155680;832
S;10155660;833
S;10155630;835
S;10155610;836
T;G554;441088;11;00;rdekas;789;851;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;789
S;14322610;790
S;14322810;791
S;14322910;792
S;14323110;793
S;14323330;795
S;14323330;796
S;14323410;797
S;14323510;798
S;14323610;799
S;14323710;801
S;14321422;801
S;14223810;802
S;14224210;804
S;14221012;807
S;10124610;808
S;10124710;808
S;10125860;809
S;10125860;810
S;10124000;810
S;10007170;811
S;10005920;812
S;10007195;814
S;10007210;815
S;10007250;817
S;10009019;822
S;10009019;824
S;10008340;825
S;10008380;827
S;10006280;829
S;10005890;831
S;10006060;833
S;10006040;835
S;10006020;836
S;10001015;837
S;10151560;838
S;10151580;838
S;10155160;839
S;10155780;841
S;10155750;842
S;10155740;843
S;10155720;845
S;10155700;846
S;10155680;847
S;10155660;848
S;10155630;850
S;10155610;851
T;G554;441090;11;00;rdekas;805;867;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;805
S;14322610;806
S;14322810;807
S;14322910;808
S;14323110;809
S;14323330;811
S;14323330;812
S;14323410;813
S;14323510;814
S;14323610;815
S;14323710;817
S;14321422;817
S;14223810;818
S;14224210;820
S;14221012;823
S;10124610;824
S;10124710;824
S;10125860;825
S;10125860;826
S;10124000;826
S;10007170;827
S;10005920;828
S;10007195;830
S;10007210;831
S;10007250;833
S;10009019;838
S;10009019;840
S;10008340;841
S;10008380;843
S;10006280;845
S;10005890;847
S;10006060;849
S;10006040;851
S;10006020;852
S;10001015;853
S;10151560;854
S;10151580;854
S;10155160;855
S;10155780;857
S;10155750;858
S;10155740;859
S;10155720;861
S;10155700;862
S;10155680;863
S;10155660;864
S;10155630;866
S;10155610;867
T;G554;441092;11;00;rdekas;821;883;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;821
S;14322610;822
S;14322810;823
S;14322910;824
S;14323110;825
S;14323330;827
S;14323330;828
S;14323410;829
S;14323510;830
S;14323610;831
S;14323710;833
S;14321422;833
S;14223810;834
S;14224210;836
S;14221012;839
S;10124610;840
S;10124710;840
S;10125860;841
S;10125860;842
S;10124000;842
S;10007170;843
S;10005920;844
S;10007195;846
S;10007210;847
S;10007250;849
S;10009019;854
S;10009019;856
S;10008340;857
S;10008380;859
S;10006280;861
S;10005890;863
S;10006060;865
S;10006040;867
S;10006020;868
S;10001015;869
S;10151560;870
S;10151580;870
S;10155160;871
S;10155780;873
S;10155750;874
S;10155740;875
S;10155720;877
S;10155700;878
S;10155680;879
S;10155660;880
S;10155630;882
S;10155610;883
T;G554;441094;11;00;rdekas;832;895;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;832
S;14322610;833
S;14322810;834
S;14322910;835
S;14323110;836
S;14323330;838
S;14323330;839
S;14323410;840
S;14323510;841
S;14323610;842
S;14323710;844
S;14321422;845
S;14223810;846
S;14224210;848
S;14221012;851
S;10124610;852
S;10124710;852
S;10125860;853
S;10125860;854
S;10124000;854
S;10007170;855
S;10005920;856
S;10007195;858
S;10007210;859
S;10007250;861
S;10009019;866
S;10009019;868
S;10008340;869
S;10008380;871
S;10006280;873
S;10005890;875
S;10006060;877
S;10006040;879
S;10006020;880
S;10001015;881
S;10151560;882
S;10151580;882
S;10155160;883
S;10155780;885
S;10155750;886
S;10155740;887
S;10155720;889
S;10155700;890
S;10155680;891
S;10155660;892
S;10155630;894
S;10155610;895
T;G554;441096;11;00;rdekas;842;905;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;842
S;14322610;843
S;14322810;844
S;14322910;845
S;14323110;846
S;14323330;848
S;14323330;849
S;14323410;850
S;14323510;851
S;14323610;852
S;14323710;854
S;14321422;855
S;14223810;856
S;14224210;858
S;14221012;861
S;10124610;862
S;10124710;862
S;10125860;863
S;10125860;864
S;10124000;864
S;10007170;865
S;10005920;866
S;10007195;868
S;10007210;869
S;10007250;871
S;10009019;876
S;10009019;878
S;10008340;879
S;10008380;881
S;10006280;883
S;10005890;885
S;10006060;887
S;10006040;889
S;10006020;890
S;10001015;891
S;10151560;892
S;10151580;892
S;10155160;893
S;10155780;895
S;10155750;896
S;10155740;897
S;10155720;899
S;10155700;900
S;10155680;901
S;10155660;902
S;10155630;904
S;10155610;905
T;G554;441098;11;00;rdekas;853;916;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;853
S;14322610;854
S;14322810;855
S;14322910;856
S;14323110;857
S;14323330;859
S;14323330;860
S;14323410;861
S;14323510;862
S;14323610;863
S;14323710;865
S;14321422;866
S;14223810;867
S;14224210;869
S;14221012;872
S;10124610;873
S;10124710;873
S;10125860;874
S;10125860;875
S;10124000;875
S;10007170;876
S;10005920;877
S;10007195;879
S;10007210;880
S;10007250;882
S;10009019;887
S;10009019;889
S;10008340;890
S;10008380;892
S;10006280;894
S;10005890;896
S;10006060;898
S;10006040;900
S;10006020;901
S;10001015;902
S;10151560;903
S;10151580;903
S;10155160;904
S;10155780;906
S;10155750;907
S;10155740;908
S;10155720;910
S;10155700;911
S;10155680;912
S;10155660;913
S;10155630;915
S;10155610;916
T;G554;441100;11;00;rdekas;863;926;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;863
S;14322610;864
S;14322810;865
S;14322910;866
S;14323110;867
S;14323330;869
S;14323330;870
S;14323410;871
S;14323510;872
S;14323610;873
S;14323710;875
S;14321422;876
S;14223810;877
S;14224210;879
S;14221012;882
S;10124610;883
S;10124710;883
S;10125860;884
S;10125860;885
S;10124000;885
S;10007170;886
S;10005920;887
S;10007195;889
S;10007210;890
S;10007250;892
S;10009019;897
S;10009019;899
S;10008340;900
S;10008380;902
S;10006280;904
S;10005890;906
S;10006060;908
S;10006040;910
S;10006020;911
S;10001015;912
S;10151560;913
S;10151580;913
S;10155160;914
S;10155780;916
S;10155750;917
S;10155740;918
S;10155720;920
S;10155700;921
S;10155680;922
S;10155660;923
S;10155630;925
S;10155610;926
T;G554;441102;11;00;rdekas;873;936;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;873
S;14322610;874
S;14322810;875
S;14322910;876
S;14323110;877
S;14323330;879
S;14323330;880
S;14323410;881
S;14323510;882
S;14323610;883
S;14323710;885
S;14321422;886
S;14223810;887
S;14224210;889
S;14221012;892
S;10124610;893
S;10124710;893
S;10125860;894
S;10125860;895
S;10124000;895
S;10007170;896
S;10005920;897
S;10007195;899
S;10007210;900
S;10007250;902
S;10009019;907
S;10009019;909
S;10008340;910
S;10008380;912
S;10006280;914
S;10005890;916
S;10006060;918
S;10006040;920
S;10006020;921
S;10001015;922
S;10151560;923
S;10151580;923
S;10155160;924
S;10155780;926
S;10155750;927
S;10155740;928
S;10155720;930
S;10155700;931
S;10155680;932
S;10155660;933
S;10155630;935
S;10155610;936
T;G554;441104;11;00;rdekas;883;946;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;883
S;14322610;884
S;14322810;885
S;14322910;886
S;14323110;887
S;14323330;889
S;14323330;890
S;14323410;891
S;14323510;892
S;14323610;893
S;14323710;895
S;14321422;896
S;14223810;897
S;14224210;899
S;14221012;902
S;10124610;903
S;10124710;903
S;10125860;904
S;10125860;905
S;10124000;905
S;10007170;906
S;10005920;907
S;10007195;909
S;10007210;910
S;10007250;912
S;10009019;917
S;10009019;919
S;10008340;920
S;10008380;922
S;10006280;924
S;10005890;926
S;10006060;928
S;10006040;930
S;10006020;931
S;10001015;932
S;10151560;933
S;10151580;933
S;10155160;934
S;10155780;936
S;10155750;937
S;10155740;938
S;10155720;940
S;10155700;941
S;10155680;942
S;10155660;943
S;10155630;945
S;10155610;946
T;G554;441106;11;00;rdekas;893;956;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;893
S;14322610;894
S;14322810;895
S;14322910;896
S;14323110;897
S;14323330;899
S;14323330;900
S;14323410;901
S;14323510;902
S;14323610;903
S;14323710;905
S;14321422;906
S;14223810;907
S;14224210;909
S;14221012;912
S;10124610;913
S;10124710;913
S;10125860;914
S;10125860;915
S;10124000;915
S;10007170;916
S;10005920;917
S;10007195;919
S;10007210;920
S;10007250;922
S;10009019;927
S;10009019;929
S;10008340;930
S;10008380;932
S;10006280;934
S;10005890;936
S;10006060;938
S;10006040;940
S;10006020;941
S;10001015;942
S;10151560;943
S;10151580;943
S;10155160;944
S;10155780;946
S;10155750;947
S;10155740;948
S;10155720;950
S;10155700;951
S;10155680;952
S;10155660;953
S;10155630;955
S;10155610;956
T;G554;441108;11;00;rdekas;903;966;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;903
S;14322610;904
S;14322810;905
S;14322910;906
S;14323110;907
S;14323330;909
S;14323330;910
S;14323410;911
S;14323510;912
S;14323610;913
S;14323710;915
S;14321422;916
S;14223810;917
S;14224210;919
S;14221012;922
S;10124610;923
S;10124710;923
S;10125860;924
S;10125860;925
S;10124000;925
S;10007170;926
S;10005920;927
S;10007195;929
S;10007210;930
S;10007250;932
S;10009019;937
S;10009019;939
S;10008340;940
S;10008380;942
S;10006280;944
S;10005890;946
S;10006060;948
S;10006040;950
S;10006020;951
S;10001015;952
S;10151560;953
S;10151580;953
S;10155160;954
S;10155780;956
S;10155750;957
S;10155740;958
S;10155720;960
S;10155700;961
S;10155680;962
S;10155660;963
S;10155630;965
S;10155610;966
T;G554;441110;11;00;rdekas;913;976;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;913
S;14322610;914
S;14322810;915
S;14322910;916
S;14323110;917
S;14323330;919
S;14323330;920
S;14323410;921
S;14323510;922
S;14323610;923
S;14323710;925
S;14321422;926
S;14223810;927
S;14224210;929
S;14221012;932
S;10124610;933
S;10124710;933
S;10125860;934
S;10125860;935
S;10124000;935
S;10007170;936
S;10005920;937
S;10007195;939
S;10007210;940
S;10007250;942
S;10009019;947
S;10009019;949
S;10008340;950
S;10008380;952
S;10006280;954
S;10005890;956
S;10006060;958
S;10006040;960
S;10006020;961
S;10001015;962
S;10151560;963
S;10151580;963
S;10155160;964
S;10155780;966
S;10155750;967
S;10155740;968
S;10155720;970
S;10155700;971
S;10155680;972
S;10155660;973
S;10155630;975
S;10155610;976
T;G554;441112;11;00;rdekas;923;986;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;923
S;14322610;924
S;14322810;925
S;14322910;926
S;14323110;927
S;14323330;929
S;14323330;930
S;14323410;931
S;14323510;932
S;14323610;933
S;14323710;935
S;14321422;936
S;14223810;937
S;14224210;939
S;14221012;942
S;10124610;943
S;10124710;943
S;10125860;944
S;10125860;945
S;10124000;945
S;10007170;946
S;10005920;947
S;10007195;949
S;10007210;950
S;10007250;952
S;10009019;957
S;10009019;959
S;10008340;960
S;10008380;962
S;10006280;964
S;10005890;966
S;10006060;968
S;10006040;970
S;10006020;971
S;10001015;972
S;10151560;973
S;10151580;973
S;10155160;974
S;10155780;976
S;10155750;977
S;10155740;978
S;10155720;980
S;10155700;981
S;10155680;982
S;10155660;983
S;10155630;985
S;10155610;986
T;G554;441114;11;00;rdekas;933;996;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;933
S;14322610;934
S;14322810;935
S;14322910;936
S;14323110;937
S;14323330;939
S;14323330;940
S;14323410;941
S;14323510;942
S;14323610;943
S;14323710;945
S;14321422;946
S;14223810;947
S;14224210;949
S;14221012;952
S;10124610;953
S;10124710;953
S;10125860;954
S;10125860;955
S;10124000;955
S;10007170;956
S;10005920;957
S;10007195;959
S;10007210;960
S;10007250;962
S;10009019;967
S;10009019;969
S;10008340;970
S;10008380;972
S;10006280;974
S;10005890;976
S;10006060;978
S;10006040;980
S;10006020;981
S;10001015;982
S;10151560;983
S;10151580;983
S;10155160;984
S;10155780;986
S;10155750;987
S;10155740;988
S;10155720;990
S;10155700;991
S;10155680;992
S;10155660;993
S;10155630;995
S;10155610;996
T;G554;441116;11;00;rdekas;943;1006;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;943
S;14322610;944
S;14322810;945
S;14322910;946
S;14323110;947
S;14323330;949
S;14323330;950
S;14323410;951
S;14323510;952
S;14323610;953
S;14323710;955
S;14321422;956
S;14223810;957
S;14224210;959
S;14221012;962
S;10124610;963
S;10124710;963
S;10125860;964
S;10125860;965
S;10124000;965
S;10007170;966
S;10005920;967
S;10007195;969
S;10007210;970
S;10007250;972
S;10009019;977
S;10009019;979
S;10008340;980
S;10008380;982
S;10006280;984
S;10005890;986
S;10006060;988
S;10006040;990
S;10006020;991
S;10001015;992
S;10151560;993
S;10151580;993
S;10155160;994
S;10155780;996
S;10155750;997
S;10155740;998
S;10155720;1000
S;10155700;1001
S;10155680;1002
S;10155660;1003
S;10155630;1005
S;10155610;1006
T;G554;441118;11;00;rdekas;953;1016;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;953
S;14322610;954
S;14322810;955
S;14322910;956
S;14323110;957
S;14323330;959
S;14323330;960
S;14323410;961
S;14323510;962
S;14323610;963
S;14323710;965
S;14321422;966
S;14223810;967
S;14224210;969
S;14221012;972
S;10124610;973
S;10124710;973
S;10125860;974
S;10125860;975
S;10124000;975
S;10007170;976
S;10005920;977
S;10007195;979
S;10007210;980
S;10007250;982
S;10009019;987
S;10009019;989
S;10008340;990
S;10008380;992
S;10006280;994
S;10005890;996
S;10006060;998
S;10006040;1000
S;10006020;1001
S;10001015;1002
S;10151560;1003
S;10151580;1003
S;10155160;1004
S;10155780;1006
S;10155750;1007
S;10155740;1008
S;10155720;1010
S;10155700;1011
S;10155680;1012
S;10155660;1013
S;10155630;1015
S;10155610;1016
T;G554;441120;11;00;rdekas;963;1026;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;963
S;14322610;964
S;14322810;965
S;14322910;966
S;14323110;967
S;14323330;969
S;14323330;970
S;14323410;971
S;14323510;972
S;14323610;973
S;14323710;975
S;14321422;976
S;14223810;977
S;14224210;979
S;14221012;982
S;10124610;983
S;10124710;983
S;10125860;984
S;10125860;985
S;10124000;985
S;10007170;986
S;10005920;987
S;10007195;989
S;10007210;990
S;10007250;992
S;10009019;997
S;10009019;999
S;10008340;1000
S;10008380;1002
S;10006280;1004
S;10005890;1006
S;10006060;1008
S;10006040;1010
S;10006020;1011
S;10001015;1012
S;10151560;1013
S;10151580;1013
S;10155160;1014
S;10155780;1016
S;10155750;1017
S;10155740;1018
S;10155720;1020
S;10155700;1021
S;10155680;1022
S;10155660;1023
S;10155630;1025
S;10155610;1026
T;G554;441122;11;00;rdekas;973;1036;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;973
S;14322610;974
S;14322810;975
S;14322910;976
S;14323110;977
S;14323330;979
S;14323330;980
S;14323410;981
S;14323510;982
S;14323610;983
S;14323710;985
S;14321422;986
S;14223810;987
S;14224210;989
S;14221012;992
S;10124610;993
S;10124710;993
S;10125860;994
S;10125860;995
S;10124000;995
S;10007170;996
S;10005920;997
S;10007195;999
S;10007210;1000
S;10007250;1002
S;10009019;1007
S;10009019;1009
S;10008340;1010
S;10008380;1012
S;10006280;1014
S;10005890;1016
S;10006060;1018
S;10006040;1020
S;10006020;1021
S;10001015;1022
S;10151560;1023
S;10151580;1023
S;10155160;1024
S;10155780;1026
S;10155750;1027
S;10155740;1028
S;10155720;1030
S;10155700;1031
S;10155680;1032
S;10155660;1033
S;10155630;1035
S;10155610;1036
T;G554;441124;11;00;rdekas;983;1046;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;983
S;14322610;984
S;14322810;985
S;14322910;986
S;14323110;987
S;14323330;989
S;14323330;990
S;14323410;991
S;14323510;992
S;14323610;993
S;14323710;995
S;14321422;996
S;14223810;997
S;14224210;999
S;14221012;1002
S;10124610;1003
S;10124710;1003
S;10125860;1004
S;10125860;1005
S;10124000;1005
S;10007170;1006
S;10005920;1007
S;10007195;1009
S;10007210;1010
S;10007250;1012
S;10009019;1017
S;10009019;1019
S;10008340;1020
S;10008380;1022
S;10006280;1024
S;10005890;1026
S;10006060;1028
S;10006040;1030
S;10006020;1031
S;10001015;1032
S;10151560;1033
S;10151580;1033
S;10155160;1034
S;10155780;1036
S;10155750;1037
S;10155740;1038
S;10155720;1040
S;10155700;1041
S;10155680;1042
S;10155660;1043
S;10155630;1045
S;10155610;1046
T;G554;441126;11;00;rdekas;993;1056;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;993
S;14322610;994
S;14322810;995
S;14322910;996
S;14323110;997
S;14323330;999
S;14323330;1000
S;14323410;1001
S;14323510;1002
S;14323610;1003
S;14323710;1005
S;14321422;1006
S;14223810;1007
S;14224210;1009
S;14221012;1012
S;10124610;1013
S;10124710;1013
S;10125860;1014
S;10125860;1015
S;10124000;1015
S;10007170;1016
S;10005920;1017
S;10007195;1019
S;10007210;1020
S;10007250;1022
S;10009019;1027
S;10009019;1029
S;10008340;1030
S;10008380;1032
S;10006280;1034
S;10005890;1036
S;10006060;1038
S;10006040;1040
S;10006020;1041
S;10001015;1042
S;10151560;1043
S;10151580;1043
S;10155160;1044
S;10155780;1046
S;10155750;1047
S;10155740;1048
S;10155720;1050
S;10155700;1051
S;10155680;1052
S;10155660;1053
S;10155630;1055
S;10155610;1056
T;G554;441128;11;00;rdekas;1003;1066;gngbey;rdekas;gngbey;E18B;;;0;1;12345;26.407;;
S;14322530;1003
S;14322610;1004
S;14322810;1005
S;14322910;1006
S;14323110;1007
S;14323330;1009
S;14323330;1010
S;14323410;1011
S;14323510;1012
S;14323610;1013
S;14323710;1015
S;14321422;1016
S;14223810;1017
S;14224210;1019
