C;c:\optibus\bru_elec_qlink.txt
V;378_2020;1;nwe_gar;1
S;50002560;449
S;50002540;451
S;50000040;452
S;50000130;457
S;50000133;457
S;50000133;459
S;50001460;464
S;50001480;466
S;50001500;467
S;50000540;468
S;50003610;469
S;50003630;470
S;59150401;471
S;59150431;472
S;59151600;473
S;59150530;474
S;59150450;476
S;59150501;477
S;59151620;478
S;59150600;479
T;u007;1018;11;;nwgrms;444;489;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;444
S;50000140;447
S;51115093;449
S;50002680;450
S;50002660;450
S;50002129;451
S;50002620;452
S;50002600;453
S;50008200;455
S;50008180;456
S;50002290;457
S;50002280;458
S;50002560;460
S;50002540;462
S;50000040;463
S;50000130;468
S;50000133;468
S;50000133;470
S;50001460;475
S;50001480;476
S;50001500;477
S;50000540;478
S;50003610;479
S;50003630;480
S;59150401;481
S;59150431;482
S;59151600;483
S;59150530;484
S;59150450;486
S;59150501;487
S;59151620;488
S;59150600;489
T;u007;1020;11;;nwgrms;453;499;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;453
S;50000140;456
S;51115093;458
S;50002680;459
S;50002660;459
S;50002129;460
S;50002620;461
S;50002600;462
S;50008200;464
S;50008180;465
S;50002290;466
S;50002280;467
S;50002560;469
S;50002540;471
S;50000040;472
S;50000130;478
S;50000133;478
S;50000133;480
S;50001460;485
S;50001480;486
S;50001500;487
S;50000540;488
S;50003610;489
S;50003630;490
S;59150401;491
S;59150431;492
S;59151600;493
S;59150530;494
S;59150450;496
S;59150501;497
S;59151620;498
S;59150600;499
T;u007;1022;11;;nwgrms;463;509;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;463
S;50000140;466
S;51115093;468
S;50002680;469
S;50002660;469
S;50002129;470
S;50002620;471
S;50002600;472
S;50008200;474
S;50008180;475
S;50002290;476
S;50002280;477
S;50002560;479
S;50002540;481
S;50000040;482
S;50000130;488
S;50000133;488
S;50000133;490
S;50001460;495
S;50001480;496
S;50001500;497
S;50000540;498
S;50003610;499
S;50003630;500
S;59150401;501
S;59150431;502
S;59151600;503
S;59150530;504
S;59150450;506
S;59150501;507
S;59151620;508
S;59150600;509
T;u007;1024;11;;nwgrms;473;519;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;473
S;50000140;476
S;51115093;478
S;50002680;479
S;50002660;479
S;50002129;480
S;50002620;481
S;50002600;482
S;50008200;484
S;50008180;485
S;50002290;486
S;50002280;487
S;50002560;489
S;50002540;491
S;50000040;492
S;50000130;498
S;50000133;498
S;50000133;500
S;50001460;505
S;50001480;506
S;50001500;507
S;50000540;508
S;50003610;509
S;50003630;510
S;59150401;511
S;59150431;512
S;59151600;513
S;59150530;514
S;59150450;516
S;59150501;517
S;59151620;518
S;59150600;519
T;u007;1026;11;;nwgrms;483;529;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;483
S;50000140;486
S;51115093;488
S;50002680;489
S;50002660;489
S;50002129;490
S;50002620;491
S;50002600;492
S;50008200;494
S;50008180;495
S;50002290;496
S;50002280;497
S;50002560;499
S;50002540;501
S;50000040;502
S;50000130;508
S;50000133;508
S;50000133;510
S;50001460;515
S;50001480;516
S;50001500;517
S;50000540;518
S;50003610;519
S;50003630;520
S;59150401;521
S;59150431;522
S;59151600;523
S;59150530;524
S;59150450;526
S;59150501;527
S;59151620;528
S;59150600;529
T;u007;1028;11;;nwgrms;493;539;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;493
S;50000140;496
S;51115093;498
S;50002680;499
S;50002660;499
S;50002129;500
S;50002620;501
S;50002600;502
S;50008200;504
S;50008180;505
S;50002290;506
S;50002280;507
S;50002560;509
S;50002540;511
S;50000040;512
S;50000130;518
S;50000133;518
S;50000133;520
S;50001460;525
S;50001480;526
S;50001500;527
S;50000540;528
S;50003610;529
S;50003630;530
S;59150401;531
S;59150431;532
S;59151600;533
S;59150530;534
S;59150450;536
S;59150501;537
S;59151620;538
S;59150600;539
T;u007;1030;11;;nwgrms;503;549;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;503
S;50000140;506
S;51115093;508
S;50002680;509
S;50002660;509
S;50002129;510
S;50002620;511
S;50002600;512
S;50008200;514
S;50008180;515
S;50002290;516
S;50002280;517
S;50002560;519
S;50002540;521
S;50000040;522
S;50000130;528
S;50000133;528
S;50000133;530
S;50001460;535
S;50001480;536
S;50001500;537
S;50000540;538
S;50003610;539
S;50003630;540
S;59150401;541
S;59150431;542
S;59151600;543
S;59150530;544
S;59150450;546
S;59150501;547
S;59151620;548
S;59150600;549
T;u007;1032;11;;nwgrms;513;559;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;513
S;50000140;516
S;51115093;518
S;50002680;519
S;50002660;519
S;50002129;520
S;50002620;521
S;50002600;522
S;50008200;524
S;50008180;525
S;50002290;526
S;50002280;527
S;50002560;529
S;50002540;531
S;50000040;532
S;50000130;538
S;50000133;538
S;50000133;540
S;50001460;545
S;50001480;546
S;50001500;547
S;50000540;548
S;50003610;549
S;50003630;550
S;59150401;551
S;59150431;552
S;59151600;553
S;59150530;554
S;59150450;556
S;59150501;557
S;59151620;558
S;59150600;559
T;u007;1034;11;;nwgrms;524;569;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;524
S;50000140;527
S;51115093;529
S;50002680;530
S;50002660;530
S;50002129;531
S;50002620;532
S;50002600;533
S;50008200;535
S;50008180;536
S;50002290;537
S;50002280;538
S;50002560;540
S;50002540;542
S;50000040;543
S;50000130;548
S;50000133;548
S;50000133;550
S;50001460;555
S;50001480;556
S;50001500;557
S;50000540;558
S;50003610;559
S;50003630;560
S;59150401;561
S;59150431;562
S;59151600;563
S;59150530;564
S;59150450;566
S;59150501;567
S;59151620;568
S;59150600;569
T;u007;1036;11;;nwgrms;535;579;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;535
S;50000140;538
S;51115093;540
S;50002680;541
S;50002660;541
S;50002129;542
S;50002620;543
S;50002600;544
S;50008200;545
S;50008180;546
S;50002290;548
S;50002280;548
S;50002560;550
S;50002540;552
S;50000040;553
S;50000130;558
S;50000133;558
S;50000133;560
S;50001460;565
S;50001480;566
S;50001500;567
S;50000540;568
S;50003610;569
S;50003630;570
S;59150401;571
S;59150431;572
S;59151600;573
S;59150530;574
S;59150450;576
S;59150501;577
S;59151620;578
S;59150600;579
T;u007;1038;11;;nwgrms;545;589;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;545
S;50000140;548
S;51115093;550
S;50002680;551
S;50002660;551
S;50002129;552
S;50002620;553
S;50002600;554
S;50008200;555
S;50008180;556
S;50002290;558
S;50002280;558
S;50002560;560
S;50002540;562
S;50000040;563
S;50000130;568
S;50000133;568
S;50000133;570
S;50001460;575
S;50001480;576
S;50001500;577
S;50000540;578
S;50003610;579
S;50003630;580
S;59150401;581
S;59150431;582
S;59151600;583
S;59150530;584
S;59150450;586
S;59150501;587
S;59151620;588
S;59150600;589
T;u007;1040;11;;nwgrms;555;599;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;555
S;50000140;558
S;51115093;560
S;50002680;561
S;50002660;561
S;50002129;562
S;50002620;563
S;50002600;564
S;50008200;565
S;50008180;566
S;50002290;568
S;50002280;568
S;50002560;570
S;50002540;572
S;50000040;573
S;50000130;578
S;50000133;578
S;50000133;580
S;50001460;585
S;50001480;586
S;50001500;587
S;50000540;588
S;50003610;589
S;50003630;590
S;59150401;591
S;59150431;592
S;59151600;593
S;59150530;594
S;59150450;596
S;59150501;597
S;59151620;598
S;59150600;599
T;u007;1042;11;;nwgrms;565;609;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;565
S;50000140;568
S;51115093;570
S;50002680;571
S;50002660;571
S;50002129;572
S;50002620;573
S;50002600;574
S;50008200;575
S;50008180;576
S;50002290;578
S;50002280;578
S;50002560;580
S;50002540;582
S;50000040;583
S;50000130;588
S;50000133;588
S;50000133;590
S;50001460;595
S;50001480;596
S;50001500;597
S;50000540;598
S;50003610;599
S;50003630;600
S;59150401;601
S;59150431;602
S;59151600;603
S;59150530;604
S;59150450;606
S;59150501;607
S;59151620;608
S;59150600;609
T;u007;1044;11;;nwgrms;575;619;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;575
S;50000140;578
S;51115093;580
S;50002680;581
S;50002660;581
S;50002129;582
S;50002620;583
S;50002600;584
S;50008200;585
S;50008180;586
S;50002290;588
S;50002280;588
S;50002560;590
S;50002540;592
S;50000040;593
S;50000130;598
S;50000133;598
S;50000133;600
S;50001460;605
S;50001480;606
S;50001500;607
S;50000540;608
S;50003610;609
S;50003630;610
S;59150401;611
S;59150431;612
S;59151600;613
S;59150530;614
S;59150450;616
S;59150501;617
S;59151620;618
S;59150600;619
T;u007;1046;11;;nwgrms;585;629;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;585
S;50000140;588
S;51115093;590
S;50002680;591
S;50002660;591
S;50002129;592
S;50002620;593
S;50002600;594
S;50008200;595
S;50008180;596
S;50002290;598
S;50002280;598
S;50002560;600
S;50002540;602
S;50000040;603
S;50000130;608
S;50000133;608
S;50000133;610
S;50001460;615
S;50001480;616
S;50001500;617
S;50000540;618
S;50003610;619
S;50003630;620
S;59150401;621
S;59150431;622
S;59151600;623
S;59150530;624
S;59150450;626
S;59150501;627
S;59151620;628
S;59150600;629
T;u007;1048;11;;nwgrms;595;639;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;595
S;50000140;598
S;51115093;600
S;50002680;601
S;50002660;601
S;50002129;602
S;50002620;603
S;50002600;604
S;50008200;605
S;50008180;606
S;50002290;608
S;50002280;608
S;50002560;610
S;50002540;612
S;50000040;613
S;50000130;618
S;50000133;618
S;50000133;620
S;50001460;625
S;50001480;626
S;50001500;627
S;50000540;628
S;50003610;629
S;50003630;630
S;59150401;631
S;59150431;632
S;59151600;633
S;59150530;634
S;59150450;636
S;59150501;637
S;59151620;638
S;59150600;639
T;u007;1050;11;;nwgrms;605;649;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;605
S;50000140;608
S;51115093;610
S;50002680;611
S;50002660;611
S;50002129;612
S;50002620;613
S;50002600;614
S;50008200;615
S;50008180;616
S;50002290;618
S;50002280;618
S;50002560;620
S;50002540;622
S;50000040;623
S;50000130;628
S;50000133;628
S;50000133;630
S;50001460;635
S;50001480;636
S;50001500;637
S;50000540;638
S;50003610;639
S;50003630;640
S;59150401;641
S;59150431;642
S;59151600;643
S;59150530;644
S;59150450;646
S;59150501;647
S;59151620;648
S;59150600;649
T;u007;1052;11;;nwgrms;615;659;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;615
S;50000140;618
S;51115093;620
S;50002680;621
S;50002660;621
S;50002129;622
S;50002620;623
S;50002600;624
S;50008200;625
S;50008180;626
S;50002290;628
S;50002280;628
S;50002560;630
S;50002540;632
S;50000040;633
S;50000130;638
S;50000133;638
S;50000133;640
S;50001460;645
S;50001480;646
S;50001500;647
S;50000540;648
S;50003610;649
S;50003630;650
S;59150401;651
S;59150431;652
S;59151600;653
S;59150530;654
S;59150450;656
S;59150501;657
S;59151620;658
S;59150600;659
T;u007;1054;11;;nwgrms;625;669;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;625
S;50000140;628
S;51115093;630
S;50002680;631
S;50002660;631
S;50002129;632
S;50002620;633
S;50002600;634
S;50008200;635
S;50008180;636
S;50002290;638
S;50002280;638
S;50002560;640
S;50002540;642
S;50000040;643
S;50000130;648
S;50000133;648
S;50000133;650
S;50001460;655
S;50001480;656
S;50001500;657
S;50000540;658
S;50003610;659
S;50003630;660
S;59150401;661
S;59150431;662
S;59151600;663
S;59150530;664
S;59150450;666
S;59150501;667
S;59151620;668
S;59150600;669
T;u007;1056;11;;nwgrms;635;679;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;635
S;50000140;638
S;51115093;640
S;50002680;641
S;50002660;641
S;50002129;642
S;50002620;643
S;50002600;644
S;50008200;645
S;50008180;646
S;50002290;648
S;50002280;648
S;50002560;650
S;50002540;652
S;50000040;653
S;50000130;658
S;50000133;658
S;50000133;660
S;50001460;665
S;50001480;666
S;50001500;667
S;50000540;668
S;50003610;669
S;50003630;670
S;59150401;671
S;59150431;672
S;59151600;673
S;59150530;674
S;59150450;676
S;59150501;677
S;59151620;678
S;59150600;679
T;u007;1058;11;;nwgrms;645;689;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;645
S;50000140;648
S;51115093;650
S;50002680;651
S;50002660;651
S;50002129;652
S;50002620;653
S;50002600;654
S;50008200;655
S;50008180;656
S;50002290;658
S;50002280;658
S;50002560;660
S;50002540;662
S;50000040;663
S;50000130;668
S;50000133;668
S;50000133;670
S;50001460;675
S;50001480;676
S;50001500;677
S;50000540;678
S;50003610;679
S;50003630;680
S;59150401;681
S;59150431;682
S;59151600;683
S;59150530;684
S;59150450;686
S;59150501;687
S;59151620;688
S;59150600;689
T;u007;1060;11;;nwgrms;655;699;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;655
S;50000140;658
S;51115093;660
S;50002680;661
S;50002660;661
S;50002129;662
S;50002620;663
S;50002600;664
S;50008200;665
S;50008180;666
S;50002290;668
S;50002280;668
S;50002560;670
S;50002540;672
S;50000040;673
S;50000130;678
S;50000133;678
S;50000133;680
S;50001460;685
S;50001480;686
S;50001500;687
S;50000540;688
S;50003610;689
S;50003630;690
S;59150401;691
S;59150431;692
S;59151600;693
S;59150530;694
S;59150450;696
S;59150501;697
S;59151620;698
S;59150600;699
T;u007;1062;11;;nwgrms;665;709;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;665
S;50000140;668
S;51115093;670
S;50002680;671
S;50002660;671
S;50002129;672
S;50002620;673
S;50002600;674
S;50008200;675
S;50008180;676
S;50002290;678
S;50002280;678
S;50002560;680
S;50002540;682
S;50000040;683
S;50000130;688
S;50000133;688
S;50000133;690
S;50001460;695
S;50001480;696
S;50001500;697
S;50000540;698
S;50003610;699
S;50003630;700
S;59150401;701
S;59150431;702
S;59151600;703
S;59150530;704
S;59150450;706
S;59150501;707
S;59151620;708
S;59150600;709
T;u007;1064;11;;nwgrms;675;719;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;675
S;50000140;678
S;51115093;680
S;50002680;681
S;50002660;681
S;50002129;682
S;50002620;683
S;50002600;684
S;50008200;685
S;50008180;686
S;50002290;688
S;50002280;688
S;50002560;690
S;50002540;692
S;50000040;693
S;50000130;698
S;50000133;698
S;50000133;700
S;50001460;705
S;50001480;706
S;50001500;707
S;50000540;708
S;50003610;709
S;50003630;710
S;59150401;711
S;59150431;712
S;59151600;713
S;59150530;714
S;59150450;716
S;59150501;717
S;59151620;718
S;59150600;719
T;u007;1066;11;;nwgrms;684;729;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;684
S;50000140;687
S;51115093;689
S;50002680;690
S;50002660;690
S;50002129;691
S;50002620;692
S;50002600;693
S;50008200;694
S;50008180;695
S;50002290;697
S;50002280;697
S;50002560;699
S;50002540;701
S;50000040;702
S;50000130;707
S;50000133;707
S;50000133;709
S;50001460;714
S;50001480;715
S;50001500;716
S;50000540;717
S;50003610;718
S;50003630;719
S;59150401;720
S;59150431;721
S;59151600;723
S;59150530;724
S;59150450;726
S;59150501;727
S;59151620;728
S;59150600;729
T;u007;1068;11;;nwgrms;693;739;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;693
S;50000140;696
S;51115093;698
S;50002680;699
S;50002660;699
S;50002129;700
S;50002620;701
S;50002600;702
S;50008200;703
S;50008180;704
S;50002290;706
S;50002280;706
S;50002560;708
S;50002540;710
S;50000040;711
S;50000130;716
S;50000133;716
S;50000133;718
S;50001460;723
S;50001480;725
S;50001500;726
S;50000540;727
S;50003610;728
S;50003630;729
S;59150401;730
S;59150431;731
S;59151600;733
S;59150530;734
S;59150450;736
S;59150501;737
S;59151620;738
S;59150600;739
T;u007;1070;11;;nwgrms;702;749;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;702
S;50000140;705
S;51115093;707
S;50002680;708
S;50002660;708
S;50002129;709
S;50002620;710
S;50002600;711
S;50008200;712
S;50008180;713
S;50002290;715
S;50002280;715
S;50002560;717
S;50002540;719
S;50000040;720
S;50000130;726
S;50000133;726
S;50000133;728
S;50001460;733
S;50001480;735
S;50001500;736
S;50000540;737
S;50003610;738
S;50003630;739
S;59150401;740
S;59150431;741
S;59151600;743
S;59150530;744
S;59150450;746
S;59150501;747
S;59151620;748
S;59150600;749
T;u007;1072;11;;nwgrms;712;759;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;712
S;50000140;715
S;51115093;717
S;50002680;718
S;50002660;718
S;50002129;719
S;50002620;720
S;50002600;721
S;50008200;722
S;50008180;723
S;50002290;725
S;50002280;725
S;50002560;727
S;50002540;729
S;50000040;730
S;50000130;736
S;50000133;736
S;50000133;738
S;50001460;743
S;50001480;745
S;50001500;746
S;50000540;747
S;50003610;748
S;50003630;749
S;59150401;750
S;59150431;751
S;59151600;753
S;59150530;754
S;59150450;756
S;59150501;757
S;59151620;758
S;59150600;759
T;u007;1074;11;;nwgrms;722;769;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;722
S;50000140;725
S;51115093;727
S;50002680;728
S;50002660;728
S;50002129;729
S;50002620;730
S;50002600;731
S;50008200;732
S;50008180;733
S;50002290;735
S;50002280;735
S;50002560;737
S;50002540;739
S;50000040;740
S;50000130;746
S;50000133;746
S;50000133;748
S;50001460;753
S;50001480;755
S;50001500;756
S;50000540;757
S;50003610;758
S;50003630;759
S;59150401;760
S;59150431;761
S;59151600;763
S;59150530;764
S;59150450;766
S;59150501;767
S;59151620;768
S;59150600;769
T;u007;1076;11;;nwgrms;732;779;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;732
S;50000140;735
S;51115093;737
S;50002680;738
S;50002660;738
S;50002129;739
S;50002620;740
S;50002600;741
S;50008200;742
S;50008180;743
S;50002290;745
S;50002280;745
S;50002560;747
S;50002540;749
S;50000040;750
S;50000130;756
S;50000133;756
S;50000133;758
S;50001460;763
S;50001480;765
S;50001500;766
S;50000540;767
S;50003610;768
S;50003630;769
S;59150401;770
S;59150431;771
S;59151600;773
S;59150530;774
S;59150450;776
S;59150501;777
S;59151620;778
S;59150600;779
T;u007;1078;11;;nwgrms;742;789;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;742
S;50000140;745
S;51115093;747
S;50002680;748
S;50002660;748
S;50002129;749
S;50002620;750
S;50002600;751
S;50008200;752
S;50008180;753
S;50002290;755
S;50002280;755
S;50002560;757
S;50002540;759
S;50000040;760
S;50000130;766
S;50000133;766
S;50000133;768
S;50001460;773
S;50001480;775
S;50001500;776
S;50000540;777
S;50003610;778
S;50003630;779
S;59150401;780
S;59150431;781
S;59151600;783
S;59150530;784
S;59150450;786
S;59150501;787
S;59151620;788
S;59150600;789
T;u007;1080;11;;nwgrms;752;799;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;752
S;50000140;755
S;51115093;757
S;50002680;758
S;50002660;758
S;50002129;759
S;50002620;760
S;50002600;761
S;50008200;762
S;50008180;763
S;50002290;765
S;50002280;765
S;50002560;767
S;50002540;769
S;50000040;770
S;50000130;776
S;50000133;776
S;50000133;778
S;50001460;783
S;50001480;785
S;50001500;786
S;50000540;787
S;50003610;788
S;50003630;789
S;59150401;790
S;59150431;791
S;59151600;793
S;59150530;794
S;59150450;796
S;59150501;797
S;59151620;798
S;59150600;799
T;u007;1082;11;;nwgrms;762;809;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;762
S;50000140;765
S;51115093;767
S;50002680;768
S;50002660;768
S;50002129;769
S;50002620;770
S;50002600;771
S;50008200;772
S;50008180;773
S;50002290;775
S;50002280;775
S;50002560;777
S;50002540;779
S;50000040;780
S;50000130;786
S;50000133;786
S;50000133;788
S;50001460;793
S;50001480;795
S;50001500;796
S;50000540;797
S;50003610;798
S;50003630;799
S;59150401;800
S;59150431;801
S;59151600;803
S;59150530;804
S;59150450;806
S;59150501;807
S;59151620;808
S;59150600;809
T;u007;1084;11;;nwgrms;772;819;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;772
S;50000140;775
S;51115093;777
S;50002680;778
S;50002660;778
S;50002129;779
S;50002620;780
S;50002600;781
S;50008200;782
S;50008180;783
S;50002290;785
S;50002280;785
S;50002560;787
S;50002540;789
S;50000040;790
S;50000130;796
S;50000133;796
S;50000133;798
S;50001460;803
S;50001480;805
S;50001500;806
S;50000540;807
S;50003610;808
S;50003630;809
S;59150401;810
S;59150431;811
S;59151600;813
S;59150530;814
S;59150450;816
S;59150501;817
S;59151620;818
S;59150600;819
T;u007;1086;11;;nwgrms;782;829;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;782
S;50000140;785
S;51115093;787
S;50002680;788
S;50002660;788
S;50002129;789
S;50002620;790
S;50002600;791
S;50008200;792
S;50008180;793
S;50002290;795
S;50002280;795
S;50002560;797
S;50002540;799
S;50000040;800
S;50000130;806
S;50000133;806
S;50000133;808
S;50001460;813
S;50001480;815
S;50001500;816
S;50000540;817
S;50003610;818
S;50003630;819
S;59150401;820
S;59150431;821
S;59151600;823
S;59150530;824
S;59150450;826
S;59150501;827
S;59151620;828
S;59150600;829
T;u007;1088;11;;nwgrms;792;839;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;792
S;50000140;795
S;51115093;797
S;50002680;798
S;50002660;798
S;50002129;799
S;50002620;800
S;50002600;801
S;50008200;802
S;50008180;803
S;50002290;805
S;50002280;805
S;50002560;807
S;50002540;809
S;50000040;810
S;50000130;816
S;50000133;816
S;50000133;818
S;50001460;823
S;50001480;825
S;50001500;826
S;50000540;827
S;50003610;828
S;50003630;829
S;59150401;830
S;59150431;831
S;59151600;833
S;59150530;834
S;59150450;836
S;59150501;837
S;59151620;838
S;59150600;839
T;u007;1090;11;;nwgrms;802;849;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;802
S;50000140;805
S;51115093;807
S;50002680;808
S;50002660;808
S;50002129;809
S;50002620;810
S;50002600;811
S;50008200;812
S;50008180;813
S;50002290;815
S;50002280;815
S;50002560;817
S;50002540;819
S;50000040;820
S;50000130;826
S;50000133;826
S;50000133;828
S;50001460;833
S;50001480;835
S;50001500;836
S;50000540;837
S;50003610;838
S;50003630;839
S;59150401;840
S;59150431;841
S;59151600;843
S;59150530;844
S;59150450;846
S;59150501;847
S;59151620;848
S;59150600;849
T;u007;1092;11;;nwgrms;812;859;utrbav;nwgrms;utrbav;Gsta;;;0;2;12345;13.143;;
S;51118899;812
S;50000140;815
S;51115093;817
